"","aY","aZ","pfxX","pfxZ","pX","pZ","vX0","vY0","vZ0","x","y","x0","z0","aX","breakAngle","breakLength","spinRate","spinDirection","pitcherName","startSpeed","endSpeed","season"
"5230",3,2,5,2,3,3,1,2,4,3,3,5,2,5,4,4,2,1,"Chris Sale",4,5,17
"5231",4,2,5,2,3,5,1,1,5,3,1,5,2,5,4,4,3,1,"Chris Sale",5,5,17
"5232",4,1,5,1,3,2,1,1,3,3,4,5,1,5,4,4,3,1,"Chris Sale",5,5,17
"5233",4,4,4,3,3,4,1,1,4,3,2,5,2,4,4,3,3,2,"Chris Sale",5,5,17
"5234",2,1,5,1,4,4,2,1,5,2,2,5,2,5,3,5,3,1,"Chris Sale",4,5,17
"5235",2,1,5,1,2,2,1,4,4,4,4,5,1,5,3,5,1,1,"Chris Sale",3,3,17
"5236",4,3,4,3,3,4,2,2,4,3,2,5,2,5,3,3,3,2,"Chris Sale",4,4,17
"5237",3,3,4,2,3,3,1,1,3,3,3,5,2,4,3,3,3,2,"Chris Sale",5,5,17
"5238",2,3,3,3,2,4,2,5,4,4,2,4,3,3,1,3,1,3,"Jose Quintana",1,1,17
"5239",2,4,3,4,2,2,2,4,3,5,4,4,3,3,2,2,1,3,"Jose Quintana",2,2,17
"5240",1,2,3,3,1,3,2,4,4,5,3,4,3,3,1,3,1,3,"Jose Quintana",2,2,17
"5241",2,3,3,3,1,2,2,4,3,5,4,4,3,3,2,3,1,3,"Jose Quintana",2,2,17
"5242",2,4,3,4,2,1,2,3,2,4,5,4,2,3,1,2,1,3,"Jose Quintana",3,3,17
"5243",2,3,3,4,3,2,2,4,2,3,4,4,3,3,1,3,1,3,"Jose Quintana",2,2,17
"5244",2,3,4,3,4,3,2,4,3,2,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,17
"5245",1,2,4,3,1,3,2,4,3,5,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,17
"5246",2,3,4,3,3,3,2,4,3,3,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,17
"5247",2,1,5,1,5,5,2,4,5,1,1,5,2,5,3,5,1,1,"Chris Sale",2,2,17
"5248",1,1,4,1,1,4,1,4,5,5,2,5,2,4,2,4,2,1,"Chris Sale",2,2,17
"5249",2,1,5,1,4,3,1,3,4,2,3,5,2,5,3,4,3,1,"Chris Sale",3,3,17
"5250",3,3,5,3,3,2,1,3,3,3,4,5,2,5,4,4,3,1,"Chris Sale",4,3,17
"5251",2,3,5,3,3,3,1,3,4,3,3,5,2,5,3,3,2,2,"Chris Sale",3,3,17
"5252",3,1,5,1,4,5,1,2,5,2,1,5,2,5,4,4,3,1,"Chris Sale",4,5,17
"5253",3,1,5,1,4,5,2,2,5,2,1,5,2,5,3,4,3,1,"Chris Sale",4,4,17
"5254",3,2,4,2,5,3,2,3,4,1,3,5,2,4,3,4,2,2,"Chris Sale",3,3,17
"5255",3,2,5,2,3,5,1,2,5,3,1,5,2,5,3,4,3,1,"Chris Sale",4,4,17
"5256",3,3,5,3,2,2,1,2,3,4,4,5,2,5,4,3,3,2,"Chris Sale",4,4,17
"5257",2,1,4,1,4,3,2,3,4,2,2,5,2,4,3,4,2,1,"Chris Sale",3,3,17
"5258",3,1,5,1,5,4,2,2,5,1,2,5,1,5,3,4,2,1,"Chris Sale",4,4,17
"5259",3,1,5,2,3,4,1,4,5,3,2,5,2,5,3,4,2,1,"Chris Sale",2,2,17
"5260",3,1,4,1,4,4,2,3,5,2,2,5,2,5,3,4,3,1,"Chris Sale",3,3,17
"5261",4,1,5,1,3,1,1,2,3,3,5,5,2,5,4,5,3,1,"Chris Sale",4,4,17
"5262",4,1,5,1,4,3,1,2,4,2,3,5,1,5,4,4,4,1,"Chris Sale",4,4,17
"5263",4,2,5,2,3,2,1,3,3,3,4,5,1,5,3,4,2,1,"Chris Sale",4,3,17
"5264",3,1,5,1,4,4,2,2,5,2,2,5,1,5,3,4,3,1,"Chris Sale",4,4,17
"5265",3,1,4,1,4,5,2,2,5,2,1,5,2,4,3,4,2,2,"Chris Sale",4,4,17
"5266",2,2,4,2,3,4,2,3,5,3,2,5,2,4,2,4,1,2,"Chris Sale",3,3,17
"5267",3,2,5,1,4,4,2,2,5,2,2,5,2,5,3,4,3,1,"Chris Sale",4,4,17
"5268",3,2,4,2,2,4,1,3,4,4,2,5,2,4,3,3,3,2,"Chris Sale",4,3,17
"5269",1,2,5,2,2,3,1,5,4,4,3,5,2,4,3,4,2,1,"Chris Sale",1,2,17
"5270",3,3,5,2,3,3,1,2,3,3,3,5,2,5,4,4,3,1,"Chris Sale",4,4,17
"5271",2,1,5,1,4,4,2,3,5,2,2,5,2,5,3,5,2,1,"Chris Sale",3,3,17
"5272",2,2,1,2,2,1,4,3,1,4,5,2,4,1,5,5,4,5,"Justin Verlander",3,3,17
"5273",3,3,1,3,2,3,4,3,2,4,3,2,5,1,5,5,4,5,"Justin Verlander",3,3,17
"5274",2,2,1,2,1,3,4,3,3,5,3,2,4,1,5,5,4,5,"Justin Verlander",3,3,17
"5275",2,1,1,1,1,2,4,3,2,5,4,2,4,1,5,5,4,5,"Justin Verlander",3,4,17
"5276",2,3,1,3,3,3,4,3,2,3,3,2,4,1,5,4,4,5,"Justin Verlander",3,3,17
"5277",2,1,1,1,1,2,4,3,2,5,4,2,4,1,4,5,4,5,"Justin Verlander",3,3,17
"5278",3,2,1,2,4,2,5,2,2,2,4,2,4,1,5,5,4,5,"Justin Verlander",4,4,17
"5279",2,3,1,3,4,2,5,3,2,2,4,2,4,1,5,5,4,5,"Justin Verlander",3,3,17
"5280",3,2,1,2,3,5,4,2,4,4,1,2,5,1,4,4,4,5,"Justin Verlander",4,4,17
"5281",3,2,1,2,4,3,5,2,3,2,3,2,4,1,4,5,3,5,"Justin Verlander",4,4,17
"5282",2,2,1,2,2,2,4,2,2,4,4,2,4,1,4,5,4,5,"Justin Verlander",4,4,17
"5283",3,2,1,2,4,3,5,2,3,2,3,2,4,1,4,4,4,5,"Justin Verlander",4,5,17
"5284",3,4,1,3,3,2,4,1,1,3,4,2,4,1,5,4,5,5,"Justin Verlander",5,5,17
"5285",4,4,1,3,3,3,4,2,2,3,3,2,4,1,5,4,4,5,"Justin Verlander",4,4,17
"5286",4,3,1,3,4,5,5,1,4,3,1,2,4,1,5,4,5,5,"Justin Verlander",5,5,17
"5287",2,3,1,3,4,4,5,3,3,2,2,2,4,1,5,4,4,5,"Justin Verlander",3,4,17
"5288",3,3,1,3,3,2,4,2,2,3,4,2,4,1,5,4,5,5,"Justin Verlander",4,5,17
"5289",3,4,1,4,4,3,5,3,2,2,3,2,4,1,5,4,5,5,"Justin Verlander",4,3,17
"5290",3,3,1,3,5,2,5,3,2,2,4,2,4,1,4,4,4,5,"Justin Verlander",3,3,17
"5291",3,2,1,2,4,3,4,3,2,3,3,2,4,1,4,5,4,5,"Justin Verlander",3,3,17
"5292",3,3,1,3,3,2,4,3,1,3,4,2,4,1,5,5,5,5,"Justin Verlander",3,3,17
"5293",4,2,1,2,2,3,4,2,3,5,3,2,4,1,5,5,4,5,"Justin Verlander",4,4,17
"5294",3,4,1,3,5,3,5,2,2,1,3,2,4,1,5,4,4,5,"Justin Verlander",4,4,17
"5295",2,3,1,3,4,2,5,3,2,2,4,2,4,1,5,5,5,5,"Justin Verlander",3,3,17
"5296",3,3,1,3,3,2,5,2,1,3,4,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5297",3,3,1,3,2,4,4,2,3,4,2,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5298",2,4,1,3,3,3,4,2,2,3,3,2,4,1,5,4,4,5,"Justin Verlander",4,4,17
"5299",3,3,1,3,5,4,5,2,3,1,2,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5300",3,2,1,1,3,5,4,1,5,3,1,2,4,1,4,4,4,5,"Justin Verlander",5,5,17
"5301",3,2,1,2,3,4,4,2,3,3,2,2,4,1,4,4,4,5,"Justin Verlander",4,4,17
"5302",4,4,1,4,3,4,4,2,3,3,2,2,4,1,5,4,4,4,"Justin Verlander",5,4,17
"5303",3,2,1,2,1,3,4,2,3,5,3,2,4,1,5,5,4,5,"Justin Verlander",4,5,17
"5304",2,3,1,3,5,3,5,2,2,2,3,2,4,1,5,4,4,5,"Justin Verlander",4,5,17
"5305",3,2,1,2,4,3,5,2,3,2,3,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5306",3,3,1,3,5,3,5,2,2,2,3,2,4,1,4,4,4,5,"Justin Verlander",4,4,17
"5307",3,3,1,3,3,3,4,2,2,3,3,2,4,1,4,4,5,5,"Justin Verlander",4,4,17
"5308",3,3,1,3,2,3,4,2,2,5,3,2,4,1,5,4,4,5,"Justin Verlander",4,4,17
"5309",3,3,1,3,4,4,5,2,3,2,2,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5310",3,2,1,2,3,3,4,1,3,3,3,2,4,1,5,4,4,5,"Justin Verlander",5,5,17
"5311",2,3,1,3,2,4,4,3,3,4,2,2,4,1,4,4,5,5,"Justin Verlander",3,3,17
"5312",2,1,1,1,2,3,4,3,3,4,3,2,4,1,4,5,4,5,"Justin Verlander",3,4,17
"5313",2,2,1,2,2,3,4,2,2,4,3,2,4,1,4,5,4,5,"Justin Verlander",4,4,17
"5314",2,2,1,2,3,5,4,2,5,4,1,2,4,1,4,4,4,5,"Justin Verlander",4,4,17
"5315",2,2,1,2,3,4,4,2,3,4,2,2,4,1,4,4,4,5,"Justin Verlander",4,5,17
"5316",2,3,1,2,4,5,4,2,5,3,1,2,5,1,5,4,5,5,"Justin Verlander",4,5,17
"5317",3,3,1,3,3,2,5,2,2,3,4,2,4,1,5,4,5,5,"Justin Verlander",5,5,17
"5318",3,2,1,1,3,4,4,2,4,3,2,2,4,1,4,5,4,5,"Justin Verlander",4,4,17
"5319",1,2,1,2,5,2,5,3,2,1,4,2,4,1,5,5,5,5,"Justin Verlander",3,4,17
"5320",2,2,1,2,3,1,5,3,2,3,4,2,4,1,5,5,5,5,"Justin Verlander",4,4,17
"5321",3,3,1,3,4,3,5,2,2,2,3,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5322",3,2,1,2,2,1,4,3,1,4,5,2,4,1,5,5,5,5,"Justin Verlander",4,4,17
"5323",2,3,1,3,3,3,5,2,2,3,3,2,4,1,5,5,5,5,"Justin Verlander",4,4,17
"5324",3,4,1,4,2,2,4,2,2,4,4,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5325",3,3,1,3,3,3,4,2,2,3,3,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5326",3,3,1,3,4,4,5,2,3,2,2,2,4,1,4,4,4,5,"Justin Verlander",4,4,17
"5327",3,4,1,4,4,3,5,2,2,2,3,2,4,1,5,4,5,4,"Justin Verlander",4,4,17
"5328",3,2,1,2,4,3,5,2,3,2,3,2,4,1,5,5,4,5,"Justin Verlander",4,5,17
"5329",3,2,1,2,4,3,5,2,3,3,3,2,4,1,5,4,4,5,"Justin Verlander",4,4,17
"5330",2,3,1,3,4,2,5,2,2,2,4,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"5331",2,1,1,1,1,3,4,3,3,5,3,2,4,1,5,5,4,5,"Justin Verlander",3,3,17
"5332",3,2,1,2,3,4,5,2,3,3,2,2,4,1,5,5,5,5,"Justin Verlander",4,4,17
"5333",4,2,2,2,3,4,4,3,5,3,2,2,2,2,3,3,3,4,"Jacob deGrom",3,2,17
"5334",4,3,2,3,2,2,4,2,3,4,4,2,2,2,3,3,3,4,"Jacob deGrom",4,3,17
"5335",4,3,2,3,3,2,4,2,3,3,3,2,2,2,3,3,3,4,"Jacob deGrom",4,4,17
"5336",5,3,2,2,3,4,4,2,4,3,2,2,2,2,3,3,3,4,"Jacob deGrom",4,4,17
"5337",5,4,2,3,2,4,3,2,4,4,2,2,2,2,4,3,3,4,"Jacob deGrom",4,3,17
"5338",5,3,2,3,2,3,3,3,3,4,3,2,2,2,4,3,3,4,"Jacob deGrom",3,3,17
"5339",3,2,2,2,1,3,3,3,3,5,3,2,2,2,4,4,4,4,"Jacob deGrom",3,4,17
"5340",2,1,2,1,2,3,4,3,5,4,3,2,1,2,2,4,4,4,"Jacob deGrom",3,4,17
"5341",4,3,2,3,3,2,4,2,3,3,4,3,2,2,3,3,3,4,"Jacob deGrom",4,4,17
"5342",4,3,2,3,3,3,4,2,3,3,3,2,2,2,3,3,3,4,"Jacob deGrom",4,4,17
"5343",4,4,2,3,2,4,4,2,4,4,2,2,2,2,4,3,3,4,"Jacob deGrom",4,3,17
"5344",4,2,2,2,3,3,4,3,4,3,3,2,2,2,3,3,3,4,"Jacob deGrom",3,3,17
"5345",3,3,2,3,4,3,4,2,4,2,3,3,1,2,3,3,4,4,"Jacob deGrom",4,4,17
"5346",4,4,2,4,3,3,4,2,3,3,3,3,2,2,3,3,3,4,"Jacob deGrom",4,3,17
"5347",4,3,2,3,4,2,4,4,3,2,4,3,2,2,3,3,3,4,"Jacob deGrom",2,2,17
"5348",4,2,2,3,5,3,4,3,4,1,3,3,2,2,2,3,3,4,"Jacob deGrom",3,2,17
"5349",3,2,2,2,4,4,4,3,4,2,2,2,2,2,2,3,4,4,"Jacob deGrom",3,3,17
"5350",4,3,2,3,4,3,4,3,3,2,3,3,2,2,3,3,3,4,"Jacob deGrom",3,2,17
"5351",4,3,2,3,5,3,4,3,3,1,3,3,2,2,3,3,3,4,"Jacob deGrom",3,3,17
"5352",4,3,2,3,2,3,3,3,3,4,3,2,2,2,3,3,4,4,"Jacob deGrom",3,3,17
"5353",3,4,2,3,1,5,3,3,5,5,1,2,2,2,3,3,3,4,"Jacob deGrom",3,3,17
"5354",2,2,2,2,3,4,4,3,5,3,2,3,2,2,2,3,3,4,"Jacob deGrom",3,3,17
"5355",4,4,2,4,4,2,4,3,3,2,4,2,2,2,3,3,4,4,"Jacob deGrom",3,3,17
"5356",4,3,2,3,4,3,4,3,3,2,3,3,2,2,3,3,4,4,"Jacob deGrom",3,3,17
"5357",4,3,2,3,1,4,3,2,4,5,2,2,2,2,3,3,3,4,"Jacob deGrom",4,3,17
"5358",4,3,2,3,2,4,3,3,4,4,2,2,2,2,3,3,2,4,"Jacob deGrom",3,3,17
"5359",2,1,2,1,2,4,3,3,5,4,2,3,1,2,2,4,3,5,"Jacob deGrom",3,3,17
"5360",3,2,2,2,2,3,3,3,4,4,3,3,2,2,2,3,3,4,"Jacob deGrom",3,3,17
"5361",3,2,2,2,1,4,3,2,4,5,2,2,2,2,3,3,3,4,"Jacob deGrom",4,4,17
"5362",4,4,2,4,2,1,3,2,1,4,5,3,2,2,3,2,3,4,"Jacob deGrom",4,4,17
"5363",5,4,2,4,1,5,3,2,5,5,1,3,2,2,4,2,3,4,"Jacob deGrom",4,3,17
"5364",3,3,2,3,4,3,4,3,3,2,3,3,2,2,3,3,3,4,"Jacob deGrom",3,3,17
"5365",2,2,2,2,4,2,4,3,3,2,4,3,2,2,3,4,3,4,"Jacob deGrom",3,4,17
"5366",3,2,2,2,3,4,3,3,5,3,2,3,2,2,2,4,3,4,"Jacob deGrom",3,3,17
"5367",3,3,2,3,4,2,4,3,2,2,4,3,2,2,3,3,4,4,"Jacob deGrom",3,3,17
"5368",3,2,2,2,2,4,3,3,4,4,2,2,2,2,3,3,3,4,"Jacob deGrom",3,3,17
"5369",3,3,2,3,4,2,4,3,3,2,4,3,2,2,3,3,4,4,"Jacob deGrom",3,4,17
"5370",4,4,2,4,4,3,4,3,3,3,3,3,2,2,4,3,4,4,"Jacob deGrom",3,2,17
"5371",3,3,2,3,5,4,4,3,4,1,2,3,2,2,2,3,3,4,"Jacob deGrom",3,3,17
"5372",4,4,2,4,5,3,4,3,3,1,3,3,2,3,2,3,4,3,"Jacob deGrom",3,3,17
"5373",4,3,2,3,2,4,3,3,4,4,2,2,2,2,3,3,3,4,"Jacob deGrom",3,3,17
"5374",3,3,2,3,4,4,4,3,4,2,2,3,2,2,3,3,4,4,"Jacob deGrom",3,3,17
"5375",4,4,2,5,4,4,4,3,4,2,2,3,2,2,4,2,2,4,"Jacob deGrom",3,2,17
"5376",4,4,2,4,4,4,4,3,4,2,2,2,2,2,4,3,3,4,"Jacob deGrom",3,2,17
"5377",4,4,2,4,1,5,3,3,4,5,1,2,2,2,4,2,2,4,"Jacob deGrom",3,3,17
"5378",4,3,2,3,3,4,4,3,4,3,2,3,2,2,3,3,3,4,"Jacob deGrom",3,3,17
"5379",4,5,2,5,3,2,4,3,2,3,4,2,2,2,4,3,3,4,"Jacob deGrom",3,3,17
"5380",4,3,2,3,1,5,3,3,5,5,1,2,2,2,4,3,3,4,"Jacob deGrom",3,3,17
"5381",4,4,2,3,4,3,4,2,4,2,3,3,2,2,3,2,3,4,"Jacob deGrom",4,3,17
"5382",3,2,2,2,4,4,4,2,4,2,2,3,2,2,2,3,3,4,"Jacob deGrom",4,4,17
"5383",3,3,2,3,5,3,4,3,3,1,3,3,2,2,3,3,4,4,"Jacob deGrom",3,3,17
"5384",3,2,3,2,2,5,3,3,5,4,1,3,2,3,2,3,3,4,"Jacob deGrom",3,3,17
"5385",3,2,2,2,5,3,4,3,4,1,3,3,2,2,2,3,3,4,"Jacob deGrom",3,3,17
"5386",4,4,2,4,3,4,4,3,4,3,2,3,2,2,3,2,3,4,"Jacob deGrom",3,3,17
"5387",3,3,2,3,2,5,3,3,5,4,1,3,2,2,3,3,3,4,"Jacob deGrom",3,3,17
"5388",3,2,2,2,4,2,4,2,3,2,4,3,2,2,3,3,4,4,"Jacob deGrom",4,3,17
"5389",3,3,2,3,3,3,4,2,3,3,3,3,2,2,3,3,3,4,"Jacob deGrom",4,4,17
"5390",3,3,2,3,2,3,4,3,3,4,3,2,4,2,3,3,2,4,"Chris Archer",3,3,17
"5391",2,2,2,2,1,4,3,2,4,5,2,2,4,2,2,3,3,4,"Chris Archer",4,4,17
"5392",2,2,2,2,2,4,4,3,4,4,2,2,4,2,3,4,2,4,"Chris Archer",3,4,17
"5393",2,4,3,4,5,1,4,2,1,1,5,2,3,3,1,2,3,3,"Chris Archer",4,4,17
"5394",2,3,2,3,3,1,4,3,1,3,5,2,3,2,4,3,2,4,"Chris Archer",3,4,17
"5395",3,3,2,3,3,3,4,2,3,3,3,2,4,2,3,3,3,4,"Chris Archer",4,4,17
"5396",3,3,2,3,3,4,4,3,3,3,3,2,4,2,2,3,2,4,"Chris Archer",3,2,17
"5397",4,3,2,2,3,5,4,1,4,3,1,2,4,2,3,3,3,4,"Chris Archer",5,4,17
"5398",5,4,2,4,2,3,4,2,2,4,3,2,4,2,3,2,3,4,"Chris Archer",4,4,17
"5399",4,2,2,2,2,5,3,1,4,5,2,2,4,2,2,3,3,4,"Chris Archer",5,5,17
"5400",4,4,2,4,4,2,4,2,1,2,4,2,4,2,4,2,4,4,"Chris Archer",4,5,17
"5401",2,3,2,3,3,1,4,2,1,3,5,2,3,2,3,3,4,4,"Chris Archer",4,5,17
"5402",4,4,2,3,3,3,4,1,2,3,3,2,4,2,3,3,3,4,"Chris Archer",5,5,17
"5403",2,2,2,2,2,4,4,3,4,4,2,2,4,2,3,3,3,4,"Chris Archer",3,3,17
"5404",2,3,2,3,3,2,4,3,2,4,4,2,4,2,3,3,3,4,"Chris Archer",3,4,17
"5405",1,2,2,2,3,2,4,2,2,3,4,2,3,2,3,3,3,4,"Chris Archer",4,4,17
"5406",3,4,2,3,3,1,4,1,1,3,5,2,3,1,5,3,4,4,"Chris Archer",5,5,17
"5407",2,4,2,3,3,2,4,2,2,3,4,2,4,2,3,3,3,4,"Chris Archer",4,4,17
"5408",3,3,3,3,4,3,4,2,2,2,3,2,4,3,2,3,2,3,"Chris Archer",4,4,17
"5409",3,3,2,3,2,2,3,2,2,4,4,2,4,2,3,3,2,4,"Chris Archer",4,4,17
"5410",4,4,2,4,2,4,4,2,3,4,2,2,4,2,3,2,3,3,"Chris Archer",4,4,17
"5411",4,4,3,4,1,4,3,1,3,5,2,2,4,3,2,2,3,3,"Chris Archer",5,5,17
"5412",3,4,2,3,3,1,4,1,1,3,5,2,3,2,3,3,4,4,"Chris Archer",5,5,17
"5413",2,3,2,3,4,3,4,3,2,2,3,2,4,2,3,3,2,4,"Chris Archer",3,4,17
"5414",3,4,3,3,5,1,4,2,1,1,5,2,4,3,2,2,3,3,"Chris Archer",4,4,17
"5415",3,3,2,3,1,2,3,2,2,5,4,2,4,2,4,3,3,4,"Chris Archer",4,4,17
"5416",3,3,2,3,2,2,3,2,2,4,4,2,4,2,3,3,4,4,"Chris Archer",4,4,17
"5417",2,4,2,4,2,1,4,2,1,4,5,2,4,2,4,3,4,4,"Chris Archer",4,4,17
"5418",4,3,3,3,4,5,4,2,4,2,1,2,4,3,2,3,3,3,"Chris Archer",4,4,17
"5419",3,3,2,3,3,2,4,2,2,3,4,2,3,2,3,3,3,4,"Chris Archer",4,4,17
"5420",4,3,2,2,3,3,4,2,3,3,3,2,4,2,3,3,3,4,"Chris Archer",4,4,17
"5421",4,3,2,3,3,2,4,1,2,3,4,2,3,2,2,3,3,4,"Chris Archer",5,5,17
"5422",3,4,3,4,2,2,3,2,1,4,4,2,4,3,2,2,3,3,"Chris Archer",4,5,17
"5423",3,4,3,3,1,2,3,2,2,5,4,2,3,3,2,2,3,4,"Chris Archer",4,5,17
"5424",2,3,2,3,3,1,4,2,1,3,5,2,3,2,3,3,3,4,"Chris Archer",4,5,17
"5425",3,3,2,3,3,2,4,2,2,3,4,2,4,2,4,4,3,4,"Chris Archer",4,4,17
"5426",2,3,2,3,5,1,4,2,1,4,4,2,4,2,2,3,3,4,"Chris Archer",4,5,17
"5427",1,2,4,2,1,3,1,3,3,5,3,4,3,4,2,3,2,2,"Matthew Boyd",3,3,17
"5428",1,1,4,2,2,3,2,4,3,4,3,4,3,4,2,4,2,2,"Matthew Boyd",2,3,17
"5429",1,1,4,2,4,2,2,5,3,2,4,4,2,4,3,4,2,1,"Matthew Boyd",1,2,17
"5430",1,1,4,2,1,1,1,4,2,5,5,4,2,4,2,4,1,2,"Matthew Boyd",2,3,17
"5431",2,2,4,2,1,1,1,3,2,5,5,4,2,4,2,4,2,2,"Matthew Boyd",3,3,17
"5432",1,3,4,3,1,2,1,4,2,5,4,4,2,4,1,3,2,2,"Matthew Boyd",2,3,17
"5433",1,1,4,1,2,2,2,4,3,4,4,4,2,4,1,4,1,2,"Matthew Boyd",2,3,17
"5434",2,1,4,1,4,2,2,4,3,2,4,4,3,4,2,4,2,2,"Matthew Boyd",2,3,17
"5435",2,1,4,2,3,2,2,4,3,3,4,4,3,4,2,4,3,2,"Matthew Boyd",2,2,17
"5436",2,2,4,3,1,3,1,4,3,5,3,4,3,4,2,3,2,2,"Matthew Boyd",2,2,17
"5437",1,1,4,1,4,4,2,4,4,2,2,4,3,4,2,5,2,1,"Matthew Boyd",2,2,17
"5438",1,1,4,1,3,3,2,5,4,3,3,4,3,4,2,4,1,2,"Matthew Boyd",1,1,17
"5439",2,2,4,3,1,3,2,4,3,5,3,4,3,4,1,3,1,3,"Matthew Boyd",2,2,17
"5440",1,1,4,1,2,3,2,4,4,4,3,4,3,4,2,4,2,2,"Matthew Boyd",2,3,17
"5441",2,2,4,2,1,3,1,4,3,5,3,4,3,4,2,4,2,2,"Matthew Boyd",2,3,17
"5442",1,1,4,1,4,2,2,4,3,2,4,4,2,4,2,4,3,1,"Matthew Boyd",2,2,17
"5443",1,1,4,1,2,4,2,4,4,4,2,4,3,4,2,5,2,1,"Matthew Boyd",2,3,17
"5444",2,1,4,1,2,3,2,4,4,4,3,4,3,4,1,5,2,2,"Matthew Boyd",2,2,17
"5445",1,1,4,1,2,3,2,4,4,4,3,4,3,4,2,5,1,1,"Matthew Boyd",2,3,17
"5446",2,1,4,2,2,3,2,4,4,4,3,4,3,4,2,4,2,2,"Matthew Boyd",2,2,17
"5447",2,2,4,2,4,4,2,4,4,2,2,4,3,4,2,3,1,2,"Matthew Boyd",2,2,17
"5448",1,1,4,1,2,2,2,4,3,4,4,4,3,4,2,5,2,1,"Matthew Boyd",2,3,17
"5449",2,1,4,1,4,4,2,4,4,2,2,4,3,4,2,4,1,1,"Matthew Boyd",2,3,17
"5450",1,1,4,1,3,4,2,4,4,4,2,4,3,4,2,4,2,2,"Matthew Boyd",2,2,17
"5451",1,1,4,1,1,2,2,4,3,5,4,4,3,4,1,4,2,2,"Matthew Boyd",2,3,17
"5452",1,1,4,1,1,2,2,5,3,5,4,4,3,4,2,4,1,2,"Matthew Boyd",2,2,17
"5453",1,1,4,1,2,3,2,4,4,4,3,4,3,4,1,4,2,2,"Matthew Boyd",2,2,17
"5454",1,1,4,1,3,4,2,5,4,3,2,4,3,4,2,5,2,1,"Matthew Boyd",1,2,17
"5455",3,3,1,3,2,3,4,4,4,4,3,1,2,2,4,4,4,4,"Max Scherzer",3,2,17
"5456",2,3,2,3,4,2,5,3,3,2,4,2,2,2,4,4,4,4,"Max Scherzer",3,3,17
"5457",3,3,2,3,3,2,5,3,3,3,4,1,2,2,4,3,5,4,"Max Scherzer",3,3,17
"5458",4,3,2,3,2,4,4,3,5,4,2,1,2,2,3,3,5,4,"Max Scherzer",3,3,17
"5459",4,3,2,4,4,4,5,3,4,2,2,2,2,2,3,3,4,4,"Max Scherzer",3,2,17
"5460",3,2,2,2,3,5,4,2,5,3,1,1,2,2,3,3,5,4,"Max Scherzer",4,4,17
"5461",5,4,2,4,4,3,5,2,3,2,3,1,2,2,3,3,4,4,"Max Scherzer",4,3,17
"5462",2,3,2,3,2,3,4,3,3,4,3,1,1,2,4,3,4,4,"Max Scherzer",3,3,17
"5463",2,2,2,2,3,3,5,3,4,3,3,1,1,2,3,4,4,4,"Max Scherzer",3,3,17
"5464",2,4,2,4,4,1,5,3,2,2,5,2,2,2,3,3,3,4,"Max Scherzer",3,4,17
"5465",3,4,2,3,4,2,5,2,3,2,4,2,1,2,4,3,4,4,"Max Scherzer",4,4,17
"5466",3,2,2,2,3,4,5,2,4,3,2,1,1,2,3,3,4,4,"Max Scherzer",4,4,17
"5467",3,4,2,4,3,2,4,2,3,3,4,1,1,2,3,3,3,4,"Max Scherzer",4,4,17
"5468",4,2,2,2,2,3,4,2,4,4,3,1,1,2,3,4,4,4,"Max Scherzer",4,4,17
"5469",5,3,2,3,4,1,5,2,2,2,5,2,1,2,3,3,3,4,"Max Scherzer",4,3,17
"5470",4,4,2,4,2,3,4,2,3,4,3,1,1,2,4,3,3,4,"Max Scherzer",4,3,17
"5471",3,2,2,3,1,3,4,4,4,5,3,1,1,2,3,4,5,4,"Max Scherzer",2,2,17
"5472",3,4,2,4,3,4,5,3,4,3,2,1,1,2,4,3,5,4,"Max Scherzer",3,3,17
"5473",3,4,2,4,4,3,5,3,3,2,3,1,1,2,4,3,5,4,"Max Scherzer",3,3,17
"5474",3,2,1,2,3,1,5,3,3,3,5,1,1,1,4,4,4,5,"Max Scherzer",3,3,17
"5475",4,5,2,5,2,3,4,3,3,4,3,1,1,2,4,2,4,4,"Max Scherzer",3,3,17
"5476",5,3,1,3,2,4,4,2,4,4,2,1,1,1,5,4,5,4,"Max Scherzer",4,3,17
"5477",4,5,2,5,4,4,5,3,4,2,2,1,2,2,5,2,4,4,"Max Scherzer",3,2,17
"5478",2,3,2,3,2,4,4,3,4,4,2,1,2,2,4,3,4,4,"Max Scherzer",3,3,17
"5479",2,3,2,3,4,4,5,3,4,2,2,1,2,2,3,3,4,4,"Max Scherzer",3,3,17
"5480",3,3,2,3,2,4,4,3,5,4,2,1,1,2,3,3,4,4,"Max Scherzer",4,3,17
"5481",4,3,2,4,4,3,5,3,4,2,3,1,2,2,3,3,5,4,"Max Scherzer",3,3,17
