"","aY","aZ","pfxX","pfxZ","pX","pZ","vX0","vY0","vZ0","x","y","x0","z0","aX","breakAngle","breakLength","spinRate","spinDirection","pitcherName","startSpeed","endSpeed","season"
"1",3,3,2,3,4,1,4,4,1,2,5,2,4,2,2,4,1,4,"Chris Archer",2,2,17
"2",4,3,2,3,3,3,4,4,3,3,3,2,4,2,2,3,2,4,"Chris Archer",2,2,17
"3",4,3,2,4,2,3,3,3,3,4,3,2,4,2,3,3,1,4,"Chris Archer",3,2,17
"4",5,3,2,4,2,3,3,3,3,4,3,2,4,2,3,3,1,4,"Chris Archer",3,2,17
"5",4,3,2,3,3,2,4,3,2,3,4,2,4,2,4,4,3,4,"Chris Archer",3,3,17
"6",4,3,2,3,2,2,4,3,2,4,4,2,4,2,3,3,2,4,"Chris Archer",3,3,17
"7",4,4,3,4,2,5,3,3,4,4,1,2,4,3,1,2,2,3,"Chris Archer",4,3,17
"8",4,3,3,3,2,5,3,3,4,4,1,2,4,3,2,3,2,3,"Chris Archer",3,3,17
"9",4,3,3,3,4,4,4,3,3,2,2,2,4,3,2,3,2,3,"Chris Archer",3,3,17
"10",4,3,2,3,2,4,3,2,3,4,2,2,4,2,2,3,2,4,"Chris Archer",4,3,17
"11",4,5,3,5,5,2,4,3,1,1,4,2,4,3,1,2,2,3,"Chris Archer",3,3,17
"12",3,3,2,3,2,3,3,3,3,4,3,2,4,2,3,3,2,4,"Chris Archer",3,2,17
"13",4,3,2,3,1,5,3,3,5,5,1,2,5,2,3,3,2,4,"Chris Archer",3,3,17
"14",4,3,2,3,2,3,4,3,3,4,3,2,4,2,3,3,2,4,"Chris Archer",3,3,17
"15",5,4,2,4,3,4,3,2,3,3,2,2,4,3,3,2,2,3,"Chris Archer",4,3,17
"16",4,3,2,2,4,3,4,2,2,2,3,3,4,2,2,3,2,4,"Chris Archer",4,3,17
"17",4,4,2,4,4,1,4,4,1,2,5,2,4,3,2,3,2,3,"Chris Archer",2,2,17
"18",5,4,2,4,3,1,4,3,1,3,5,2,3,2,4,3,2,4,"Chris Archer",3,3,17
"19",4,4,3,4,4,1,4,3,1,2,5,2,4,3,2,3,2,3,"Chris Archer",4,3,17
"20",3,4,2,4,2,1,4,3,1,4,5,2,4,2,3,3,2,4,"Chris Archer",3,4,17
"21",3,3,2,3,3,1,4,3,1,3,5,2,4,2,2,3,1,4,"Chris Archer",3,3,17
"22",3,2,2,2,3,2,4,3,2,3,4,2,4,2,3,4,1,4,"Chris Archer",3,3,17
"23",4,2,2,3,3,1,4,3,2,3,5,2,4,2,3,4,2,4,"Chris Archer",3,3,17
"24",4,4,3,4,5,3,4,2,2,1,3,3,4,3,2,2,2,3,"Chris Archer",4,3,17
"25",3,4,2,4,5,1,4,3,1,1,5,3,4,2,3,3,2,4,"Chris Archer",3,3,17
"26",4,3,3,3,2,1,3,4,2,4,5,2,4,3,2,3,1,4,"Chris Archer",2,2,17
"27",5,3,2,3,5,4,4,3,3,1,2,2,4,2,2,3,2,4,"Chris Archer",3,2,17
"28",5,2,2,2,1,1,3,3,2,5,5,2,3,2,3,4,2,4,"Chris Archer",3,3,17
"29",4,2,2,2,2,2,4,3,2,4,4,2,4,2,3,4,1,4,"Chris Archer",3,3,17
"30",4,3,2,3,3,5,4,4,5,3,1,2,4,2,3,3,2,4,"Chris Archer",3,2,17
"31",5,4,2,4,2,5,3,3,3,4,1,2,4,2,4,3,3,4,"Chris Archer",3,3,17
"32",4,4,2,4,5,1,4,2,1,1,5,3,3,2,3,3,3,4,"Chris Archer",4,4,17
"33",3,4,2,4,1,4,3,4,3,5,2,2,4,2,3,3,1,4,"Chris Archer",2,2,17
"34",3,3,2,4,2,5,3,4,4,4,1,2,4,2,3,3,2,4,"Chris Archer",2,2,17
"35",3,4,2,4,2,2,3,4,2,4,4,2,4,2,3,3,1,4,"Chris Archer",2,2,17
"36",4,3,2,3,2,5,3,3,5,4,1,2,4,3,2,3,2,4,"Chris Archer",3,3,17
"37",5,3,3,3,5,4,4,2,3,1,2,3,4,3,1,3,2,3,"Chris Archer",4,3,17
"38",4,3,3,3,4,3,4,3,3,2,3,2,4,3,1,3,2,3,"Chris Archer",3,3,17
"39",4,3,2,3,2,3,3,3,3,4,3,2,4,2,2,3,1,4,"Chris Archer",3,3,17
"40",4,4,2,4,5,4,4,3,3,1,2,3,4,2,3,2,2,4,"Chris Archer",4,3,17
"41",4,4,2,4,2,2,3,3,2,4,4,2,4,2,3,3,2,4,"Chris Archer",3,3,17
"42",3,4,2,4,4,1,4,3,1,2,5,2,4,2,3,3,2,4,"Chris Archer",3,3,17
"43",3,3,2,3,1,3,3,3,3,5,3,2,4,2,3,3,1,4,"Chris Archer",3,2,17
"44",3,3,2,3,3,4,4,3,3,3,2,2,4,2,3,3,2,4,"Chris Archer",3,3,17
"45",3,2,2,3,1,4,3,4,3,5,2,2,4,2,3,4,1,4,"Chris Archer",2,2,17
"46",3,2,2,3,3,1,4,4,1,3,5,2,4,2,2,4,1,4,"Chris Archer",2,2,17
"47",3,3,2,3,3,1,4,3,1,3,5,2,4,2,2,3,2,4,"Chris Archer",3,3,17
"48",4,4,2,3,1,3,3,2,3,5,3,2,4,2,4,3,2,4,"Chris Archer",4,3,17
"49",4,4,2,4,2,2,4,2,1,4,4,2,3,2,3,3,3,4,"Chris Archer",4,3,17
"50",5,3,2,3,4,2,4,2,2,2,4,3,4,2,3,3,4,4,"Chris Archer",4,4,17
"51",3,2,4,3,2,1,1,4,2,4,5,5,2,4,3,4,2,1,"Jon Lester",2,2,17
"52",3,3,4,3,1,2,1,4,3,5,4,4,2,4,2,3,3,2,"Jon Lester",2,1,17
"53",3,3,5,3,4,2,2,4,3,3,4,5,2,5,3,4,3,1,"Jon Lester",2,1,17
"54",3,3,4,3,2,1,1,5,2,4,5,5,2,4,2,3,2,2,"Jon Lester",2,1,17
"55",3,3,5,3,4,3,2,4,3,3,3,5,2,5,4,3,2,2,"Jon Lester",2,2,17
"56",3,3,4,3,5,2,2,5,3,1,4,5,2,4,3,4,3,2,"Jon Lester",2,1,17
"57",2,3,4,3,4,3,2,5,4,2,3,5,3,4,3,4,2,2,"Jon Lester",1,1,17
"58",3,4,4,5,5,4,2,4,3,1,2,5,3,4,3,2,2,2,"Jon Lester",2,1,17
"59",4,3,4,4,4,3,2,4,3,2,3,5,3,4,3,3,2,2,"Jon Lester",2,1,17
"60",4,2,4,3,3,4,2,4,4,3,2,5,2,4,3,4,2,2,"Jon Lester",2,1,17
"61",4,3,4,4,5,2,2,4,3,1,4,5,2,4,3,3,3,2,"Jon Lester",2,2,17
"62",4,3,4,4,4,2,2,4,2,3,5,5,2,4,3,3,3,2,"Jon Lester",2,1,17
"63",4,3,4,3,4,2,2,4,3,2,4,5,2,4,3,3,3,2,"Jon Lester",3,2,17
"64",3,4,5,4,4,2,2,3,2,2,4,5,2,5,4,3,3,2,"Jon Lester",3,2,17
"65",3,3,4,3,3,4,2,4,4,4,3,5,2,4,3,3,3,2,"Jon Lester",2,2,17
"66",2,2,4,2,3,3,2,4,4,3,3,5,2,4,3,4,2,2,"Jon Lester",2,2,17
"67",2,2,4,2,2,3,1,4,4,4,3,5,2,4,2,4,3,2,"Jon Lester",2,2,17
"68",3,2,5,2,4,2,2,4,3,3,4,5,2,5,3,4,1,1,"Jon Lester",2,1,17
"69",3,3,4,3,3,3,2,5,4,3,3,5,2,4,3,4,3,2,"Jon Lester",2,1,17
"70",4,3,4,4,4,3,2,4,3,3,4,5,2,4,3,3,3,2,"Jon Lester",2,1,17
"71",3,3,4,3,4,2,2,4,3,2,4,5,2,4,2,3,2,2,"Jon Lester",2,2,17
"72",3,3,4,3,5,5,2,4,5,2,1,5,3,4,3,3,3,2,"Jon Lester",2,2,17
"73",3,2,4,3,3,5,2,4,5,4,1,5,3,4,2,3,3,2,"Jon Lester",2,1,17
"74",3,4,4,4,4,3,2,4,3,2,3,5,2,4,3,3,3,2,"Jon Lester",2,2,17
"75",2,2,4,3,3,2,2,5,3,3,4,5,2,4,3,4,2,2,"Jon Lester",2,2,17
"76",2,2,4,2,3,3,2,5,3,3,4,4,2,4,3,4,2,2,"Jon Lester",1,1,17
"77",2,2,4,3,3,2,2,5,3,3,4,5,2,4,3,4,2,2,"Jon Lester",1,1,17
"78",3,3,4,3,1,1,1,4,2,5,5,5,2,4,2,3,2,2,"Jon Lester",2,1,17
"79",3,3,4,3,1,1,1,4,2,5,5,5,2,4,3,4,3,2,"Jon Lester",2,2,17
"80",2,2,4,3,3,3,2,4,3,3,4,5,2,4,3,4,2,2,"Jon Lester",2,1,17
"81",2,2,5,2,4,2,2,5,3,2,5,5,2,5,3,4,1,1,"Jon Lester",2,1,17
"82",3,2,4,3,5,2,2,4,3,1,5,5,2,4,3,4,2,2,"Jon Lester",2,1,17
"83",1,1,4,1,2,3,1,5,4,4,3,4,2,4,2,4,2,2,"Jon Lester",1,2,17
"84",4,4,5,5,4,1,2,4,2,2,5,5,2,5,4,3,3,2,"Jon Lester",2,2,17
"85",3,4,4,4,5,3,2,4,3,1,3,5,2,4,3,3,3,2,"Jon Lester",2,1,17
"86",5,4,2,4,5,3,5,3,3,1,3,2,3,2,4,3,2,4,"Gerrit Cole",3,3,17
"87",4,4,2,3,1,2,4,2,2,5,4,2,3,2,4,3,2,4,"Gerrit Cole",4,4,17
"88",4,4,2,4,4,2,4,2,2,2,4,2,3,2,4,3,2,4,"Gerrit Cole",4,3,17
"89",5,4,2,4,4,4,4,2,3,2,2,2,3,2,4,3,3,4,"Gerrit Cole",4,4,17
"90",5,2,2,2,1,3,4,2,4,5,3,2,2,2,4,4,2,4,"Gerrit Cole",4,3,17
"91",5,3,1,3,2,1,4,2,2,4,5,2,2,1,4,4,2,5,"Gerrit Cole",4,4,17
"92",5,3,1,3,2,2,4,1,2,4,4,2,2,1,4,4,2,4,"Gerrit Cole",5,4,17
"93",5,4,2,4,3,3,4,2,3,3,3,2,3,2,5,3,2,4,"Gerrit Cole",4,4,17
"94",5,5,2,4,2,3,4,1,3,4,3,2,3,2,4,2,3,4,"Gerrit Cole",5,5,17
"95",5,5,2,4,4,3,4,2,2,2,3,2,3,2,5,3,2,4,"Gerrit Cole",4,4,17
"96",5,5,2,4,3,3,4,1,2,3,3,2,3,2,5,3,3,4,"Gerrit Cole",5,4,17
"97",4,4,2,4,4,2,4,2,2,2,4,2,3,2,3,2,2,4,"Gerrit Cole",4,4,17
"98",4,4,2,3,3,2,4,2,2,3,4,2,3,2,4,3,2,4,"Gerrit Cole",4,4,17
"99",5,5,2,5,3,3,4,2,3,3,3,2,3,2,5,3,2,4,"Gerrit Cole",4,4,17
"100",5,4,2,4,4,1,4,1,1,2,5,2,3,2,4,3,2,4,"Gerrit Cole",5,5,17
"101",3,5,2,4,4,3,4,2,2,2,3,2,3,2,4,2,2,4,"Gerrit Cole",4,4,17
"102",4,4,2,4,4,2,4,2,2,2,4,2,3,2,4,3,2,4,"Gerrit Cole",4,4,17
"103",3,3,2,3,2,1,4,2,1,4,5,2,2,2,4,3,2,4,"Gerrit Cole",4,4,17
"104",4,4,2,4,4,4,4,2,4,2,2,2,3,2,4,2,2,4,"Gerrit Cole",4,4,17
"105",5,4,2,4,2,3,4,1,3,4,3,2,2,2,4,3,4,4,"Gerrit Cole",5,5,17
"106",5,3,2,3,4,4,4,2,4,2,2,2,3,2,4,3,3,4,"Gerrit Cole",4,3,17
"107",5,5,2,5,4,4,4,2,3,2,2,2,2,2,4,2,2,4,"Gerrit Cole",4,4,17
"108",4,5,2,4,5,1,5,2,1,1,5,2,2,2,4,3,2,4,"Gerrit Cole",4,4,17
"109",4,4,2,4,4,2,4,1,2,2,4,2,2,2,5,3,2,4,"Gerrit Cole",5,4,17
"110",4,4,2,4,5,2,5,1,2,1,4,2,2,2,5,3,3,4,"Gerrit Cole",5,5,17
"111",4,5,2,5,3,3,4,2,3,3,3,2,2,2,4,2,2,4,"Gerrit Cole",4,4,17
"112",5,4,1,4,3,3,4,1,3,3,3,2,2,1,5,3,3,4,"Gerrit Cole",5,4,17
"113",4,4,2,4,5,1,5,2,2,1,5,2,2,2,4,2,3,4,"Gerrit Cole",4,4,17
"114",5,5,2,5,3,2,4,2,2,2,4,2,2,2,4,2,2,4,"Gerrit Cole",4,3,17
"115",5,5,2,5,4,3,5,1,2,2,3,2,2,2,5,2,3,4,"Gerrit Cole",5,5,17
"116",5,4,1,4,3,2,4,2,2,3,4,2,2,1,5,3,3,4,"Gerrit Cole",4,4,17
"117",4,4,2,3,5,5,5,2,4,1,1,2,3,2,3,3,4,4,"Gerrit Cole",4,4,17
"118",5,5,2,4,4,3,5,1,2,2,3,2,2,2,5,3,4,4,"Gerrit Cole",5,5,17
"119",3,3,2,3,2,3,4,2,3,4,3,2,2,2,4,3,3,4,"Gerrit Cole",4,4,17
"120",4,3,1,3,5,1,5,2,2,1,5,2,2,1,4,4,2,4,"Gerrit Cole",4,4,17
"121",3,4,2,4,3,3,4,2,3,3,3,2,2,2,4,3,3,4,"Gerrit Cole",4,4,17
"122",4,4,2,4,4,3,5,2,3,2,3,2,2,2,4,2,3,4,"Gerrit Cole",4,4,17
"123",5,5,2,4,3,3,4,1,3,3,3,2,2,2,5,2,3,4,"Gerrit Cole",5,4,17
"124",5,3,1,3,5,1,5,2,2,1,5,2,2,1,4,4,2,5,"Gerrit Cole",4,4,17
"125",4,4,1,4,5,1,5,3,1,1,5,2,1,1,4,3,3,4,"Gerrit Cole",3,3,17
"126",5,4,1,4,3,3,4,1,3,3,3,2,2,1,5,3,3,4,"Gerrit Cole",5,4,17
"127",4,3,1,3,5,2,5,2,2,1,4,2,2,1,4,3,3,4,"Gerrit Cole",4,4,17
"128",5,5,1,4,3,3,4,2,3,3,3,2,2,1,5,3,3,4,"Gerrit Cole",4,3,17
"129",3,3,3,4,3,2,2,4,2,3,4,4,3,3,1,3,1,3,"Jose Quintana",2,2,17
"130",3,3,4,3,3,3,2,3,3,3,3,4,3,4,2,3,1,2,"Jose Quintana",3,3,17
"131",3,4,3,4,4,5,2,3,5,2,1,4,3,3,1,2,1,3,"Jose Quintana",3,3,17
"132",3,4,3,4,4,4,3,3,4,2,2,4,3,3,2,2,2,3,"Jose Quintana",3,2,17
"133",3,3,4,3,4,2,2,3,3,2,4,4,3,4,3,3,1,2,"Jose Quintana",3,3,17
"134",3,3,3,3,1,3,2,3,3,5,3,4,3,3,1,3,2,3,"Jose Quintana",3,3,17
"135",4,5,3,5,2,3,2,3,2,4,3,4,2,3,2,2,2,3,"Jose Quintana",3,3,17
"136",3,3,3,3,3,5,2,3,4,3,1,4,3,3,1,2,2,3,"Jose Quintana",3,3,17
"137",3,3,4,3,3,4,2,3,4,3,2,4,2,4,2,3,1,2,"Jose Quintana",3,3,17
"138",3,2,3,3,3,4,2,3,4,3,2,4,2,4,1,3,1,3,"Jose Quintana",3,3,17
"139",4,3,3,4,1,3,2,4,3,5,3,4,2,3,2,3,1,3,"Jose Quintana",3,2,17
"140",3,3,1,3,4,3,5,3,2,2,3,2,4,1,5,5,4,5,"Justin Verlander",3,3,17
"141",3,4,1,4,5,2,5,3,1,1,4,2,4,1,5,4,4,4,"Justin Verlander",4,3,17
"142",5,4,1,4,2,5,4,3,3,4,1,2,4,1,5,4,4,4,"Justin Verlander",4,2,17
"143",5,3,1,3,4,4,5,2,3,2,2,2,4,1,5,4,5,5,"Justin Verlander",4,3,17
"144",4,4,1,4,2,4,4,3,3,4,2,2,4,1,5,4,4,5,"Justin Verlander",3,3,17
"145",4,3,1,4,2,4,4,3,3,4,2,2,4,1,5,4,4,5,"Justin Verlander",3,3,17
"146",3,3,1,3,1,4,4,3,3,5,2,2,4,1,5,4,4,5,"Justin Verlander",3,3,17
"147",4,4,1,4,2,4,4,3,3,4,2,2,4,1,5,4,4,5,"Justin Verlander",3,3,17
"148",4,4,3,5,2,3,2,4,3,4,3,4,3,3,2,2,1,3,"Jose Quintana",2,1,17
"149",3,4,4,4,2,3,2,4,3,4,3,4,3,4,3,3,1,2,"Jose Quintana",2,2,17
"150",4,3,3,3,1,4,2,4,4,5,2,4,3,3,2,3,1,3,"Jose Quintana",2,2,17
"151",4,5,3,5,2,3,2,4,3,3,2,4,2,3,1,2,1,3,"Jose Quintana",3,2,17
"152",3,3,4,4,2,1,2,5,2,4,3,4,2,4,1,3,1,3,"Jose Quintana",1,1,17
"153",3,3,4,3,3,3,2,4,3,4,5,4,3,4,3,3,1,2,"Jose Quintana",2,2,17
"154",4,4,3,5,2,3,2,4,3,4,4,4,2,3,3,2,2,3,"Jose Quintana",3,2,17
"155",4,2,4,2,5,5,3,4,5,1,1,4,3,4,3,3,1,2,"Jose Quintana",2,1,17
"156",3,3,4,3,2,3,2,3,3,4,3,4,2,4,1,3,1,3,"Jose Quintana",3,3,17
"157",2,3,3,3,1,3,2,4,4,5,3,4,2,3,2,3,1,3,"Jose Quintana",2,2,17
"158",4,5,3,5,3,5,2,4,4,3,1,4,3,3,2,2,1,3,"Jose Quintana",2,2,17
"159",4,4,3,4,3,4,2,4,4,3,2,4,3,3,1,2,2,3,"Jose Quintana",2,1,17
"160",3,2,4,3,5,3,2,4,4,1,3,4,3,4,2,3,1,2,"Jose Quintana",2,1,17
"161",3,4,3,5,3,4,2,4,4,3,2,4,3,3,1,2,1,3,"Jose Quintana",2,1,17
"162",3,3,4,3,5,4,3,4,4,1,2,4,3,4,2,3,2,2,"Jose Quintana",2,2,17
"163",3,3,4,3,3,2,2,4,3,3,4,4,3,4,3,3,1,2,"Jose Quintana",2,2,17
"164",3,3,4,3,2,3,2,4,3,4,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,17
"165",3,4,3,4,3,5,2,4,4,3,1,4,3,3,2,2,1,3,"Jose Quintana",2,2,17
"166",2,2,4,2,3,4,2,4,4,3,2,4,2,4,2,4,1,2,"Jose Quintana",2,2,17
"167",3,3,4,4,2,3,2,4,3,4,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,17
"168",3,3,4,3,5,2,3,4,3,1,4,4,2,4,2,3,1,2,"Jose Quintana",2,2,17
"169",3,2,4,3,1,2,2,4,3,5,4,4,2,4,2,3,1,2,"Jose Quintana",2,2,17
"170",3,3,4,4,2,2,2,4,2,4,4,4,2,4,3,3,1,2,"Jose Quintana",2,2,17
"171",3,3,1,3,4,2,5,4,2,2,4,2,4,1,4,4,4,5,"Justin Verlander",2,2,17
"172",4,2,1,2,4,3,5,4,3,2,3,2,4,1,4,5,4,5,"Justin Verlander",3,2,17
"173",4,3,1,3,5,1,5,3,1,1,5,2,3,1,5,5,4,5,"Justin Verlander",3,3,17
"174",5,3,1,3,4,3,5,3,3,2,3,2,4,1,5,5,4,5,"Justin Verlander",3,2,17
"175",4,3,1,3,5,3,5,3,3,1,3,2,4,1,5,4,4,5,"Justin Verlander",3,2,17
"176",4,3,1,3,4,4,4,3,3,2,2,2,4,1,4,4,4,5,"Justin Verlander",3,2,17
"177",4,2,1,2,4,4,5,3,4,2,2,2,4,1,4,4,4,5,"Justin Verlander",3,3,17
"178",4,3,1,3,5,3,5,3,2,1,3,2,4,1,5,4,4,5,"Justin Verlander",4,3,17
"179",5,3,1,3,4,4,5,3,3,2,2,2,4,1,5,4,4,5,"Justin Verlander",4,3,17
"180",4,3,1,3,4,3,5,3,3,2,3,2,4,1,4,4,4,5,"Justin Verlander",3,2,17
"181",4,3,1,3,4,3,5,3,3,2,3,2,4,1,4,4,4,4,"Justin Verlander",3,2,17
"182",3,4,3,4,3,3,2,5,3,3,3,4,3,3,1,2,2,3,"Jose Quintana",2,1,17
"183",3,3,4,3,3,3,2,4,3,3,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,17
"184",2,3,3,3,2,4,2,4,4,4,3,4,3,3,1,3,1,3,"Jose Quintana",2,2,17
"185",2,2,3,2,1,3,2,4,4,5,3,4,3,3,1,4,1,3,"Jose Quintana",2,3,17
"186",3,2,4,3,3,1,2,4,2,3,5,4,2,4,1,3,1,2,"Jose Quintana",2,2,17
"187",3,2,4,3,3,3,2,4,3,3,3,4,3,4,2,3,1,2,"Jose Quintana",2,2,17
"188",3,3,1,3,2,2,4,4,3,4,4,2,4,1,5,5,4,5,"Justin Verlander",2,1,17
"189",4,4,1,4,3,4,4,4,4,4,2,2,4,2,5,3,4,4,"Justin Verlander",3,2,17
"190",4,4,1,4,3,4,4,3,3,3,2,2,4,1,5,4,4,4,"Justin Verlander",3,2,17
"191",5,4,2,4,4,5,4,3,3,2,2,2,4,2,4,3,5,4,"Justin Verlander",4,3,17
"192",4,3,1,3,4,3,5,3,2,2,3,2,4,1,4,4,4,5,"Justin Verlander",3,3,17
"193",4,3,1,3,3,1,5,3,2,3,5,2,3,1,5,5,5,5,"Justin Verlander",3,3,17
"194",3,3,1,3,5,2,5,3,2,1,4,2,4,1,4,4,4,5,"Justin Verlander",3,3,17
"195",5,3,1,3,2,3,4,2,3,4,3,2,4,1,5,5,5,5,"Justin Verlander",4,3,17
"196",4,4,1,3,4,3,5,2,3,2,3,2,4,1,5,4,4,5,"Justin Verlander",4,3,17
"197",3,3,1,3,5,3,5,4,3,1,3,2,4,1,4,4,4,5,"Justin Verlander",3,2,17
"198",3,3,1,3,5,2,5,3,2,1,4,2,4,1,4,4,4,5,"Justin Verlander",3,3,17
"199",3,3,3,3,2,3,2,5,3,4,3,4,3,3,1,3,1,3,"Jose Quintana",1,1,17
"200",4,4,3,5,1,3,2,4,3,5,3,4,3,3,3,3,1,3,"Jose Quintana",2,1,17
"201",3,3,4,3,3,3,2,4,3,3,3,4,3,4,2,3,1,2,"Jose Quintana",2,1,17
"202",3,3,4,3,5,3,3,4,3,1,3,4,3,4,3,3,1,2,"Jose Quintana",2,2,17
"203",4,4,3,5,3,3,2,4,3,3,3,4,3,3,2,2,1,3,"Jose Quintana",2,1,17
"204",4,4,3,4,2,4,2,4,3,4,2,4,3,3,3,2,1,4,"Jose Quintana",2,2,17
"205",2,2,4,3,2,3,2,4,3,4,4,4,3,4,2,3,1,2,"Jose Quintana",2,2,17
"206",2,2,3,2,2,3,2,4,4,4,3,4,3,3,1,3,2,3,"Jose Quintana",2,2,17
"207",4,3,1,3,3,2,5,3,2,3,3,2,4,1,5,5,5,5,"Justin Verlander",3,2,17
"208",4,4,1,4,2,5,4,3,4,3,2,2,4,1,5,4,4,5,"Justin Verlander",3,2,17
"209",3,2,1,2,5,4,5,3,3,3,3,2,4,1,4,4,5,5,"Justin Verlander",4,3,17
"210",5,4,1,4,3,5,4,3,4,1,5,2,4,1,5,4,4,4,"Justin Verlander",4,3,17
"211",3,2,4,2,4,3,2,4,4,2,3,4,2,4,1,4,1,2,"Jose Quintana",2,1,17
"212",3,2,4,2,4,2,2,4,3,2,4,4,3,4,2,4,1,2,"Jose Quintana",2,1,17
"213",2,3,3,3,3,1,2,4,2,3,5,4,3,3,2,3,2,3,"Jose Quintana",2,2,17
"214",3,3,3,3,1,2,2,4,3,5,4,4,3,3,2,3,1,4,"Jose Quintana",2,2,17
"215",3,3,3,4,3,3,2,4,3,3,3,4,3,3,1,3,1,3,"Jose Quintana",2,1,17
"216",3,2,3,3,1,4,2,4,4,5,2,4,3,3,2,3,1,4,"Jose Quintana",2,2,17
"217",2,2,4,2,4,3,2,4,4,2,2,4,3,4,2,4,1,2,"Jose Quintana",2,2,17
"218",2,2,2,2,4,3,4,5,3,2,3,2,4,2,3,4,3,4,"Justin Verlander",2,1,17
"219",4,5,1,4,2,4,4,2,3,4,2,2,4,1,5,4,5,5,"Justin Verlander",4,3,17
"220",4,4,1,4,4,2,5,3,2,2,4,2,3,1,5,4,5,5,"Justin Verlander",4,3,17
"221",5,4,1,4,4,2,5,2,1,1,1,2,3,1,5,4,5,5,"Justin Verlander",4,3,17
"222",5,3,1,3,3,4,4,2,3,2,4,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"223",4,4,1,4,4,4,5,2,3,2,2,2,4,1,5,3,5,4,"Justin Verlander",4,3,17
"224",4,3,1,3,4,5,5,2,4,2,1,2,4,1,5,4,5,5,"Justin Verlander",4,4,17
"225",3,4,1,3,3,5,4,2,4,3,1,2,4,1,5,4,5,4,"Justin Verlander",4,4,17
"226",4,4,1,4,4,3,5,2,2,2,3,2,4,1,5,4,4,5,"Justin Verlander",4,3,17
"227",4,3,1,4,3,5,4,3,4,3,1,2,4,1,5,5,5,5,"Justin Verlander",3,3,17
"228",4,4,3,4,2,2,2,5,3,4,4,4,3,3,1,3,1,3,"Jose Quintana",1,1,17
"229",3,3,3,3,1,2,2,5,3,5,4,4,3,3,2,3,1,4,"Jose Quintana",2,1,17
"230",2,3,3,4,3,3,2,4,3,3,3,4,3,3,1,3,1,3,"Jose Quintana",2,2,17
"231",3,3,1,4,2,2,4,5,2,4,4,2,4,1,5,5,4,5,"Justin Verlander",2,1,17
"232",3,3,1,3,1,3,4,3,3,5,3,2,4,1,5,5,5,5,"Justin Verlander",3,3,17
"233",4,3,1,3,4,4,5,3,3,2,2,2,4,1,5,4,4,5,"Justin Verlander",3,3,17
"234",5,4,1,4,3,3,5,3,3,3,3,2,4,1,5,5,5,5,"Justin Verlander",3,2,17
"235",4,3,1,3,2,5,4,3,4,4,1,2,4,1,5,5,4,5,"Justin Verlander",3,2,17
"236",5,4,1,4,3,4,4,3,3,3,2,2,4,1,5,4,5,5,"Justin Verlander",3,2,17
"237",4,4,1,4,5,4,5,3,3,1,2,2,4,1,5,4,5,5,"Justin Verlander",3,3,17
"238",4,3,1,3,4,4,5,3,3,2,2,2,4,1,5,5,5,5,"Justin Verlander",3,3,17
"239",3,3,1,3,4,3,5,3,3,2,3,2,3,1,5,4,4,5,"Justin Verlander",3,3,17
"240",2,3,1,3,4,2,5,4,2,2,4,2,4,1,5,5,4,5,"Justin Verlander",2,2,17
"241",2,3,1,4,4,5,5,4,4,2,1,2,4,1,5,4,5,5,"Justin Verlander",3,2,17
"242",3,4,1,4,3,4,4,3,3,3,2,2,4,1,5,4,5,5,"Justin Verlander",3,2,17
"243",3,3,1,3,3,4,4,3,4,3,2,2,4,1,5,5,4,5,"Justin Verlander",3,2,17
"244",3,4,1,4,5,4,5,3,3,1,2,2,4,1,5,5,4,5,"Justin Verlander",3,3,17
"245",1,2,1,3,2,3,4,5,3,4,3,2,4,1,4,5,3,5,"Justin Verlander",2,2,17
"246",3,2,1,2,5,3,5,4,3,2,3,2,4,1,4,5,4,5,"Justin Verlander",3,2,17
"247",4,3,1,3,4,4,5,3,4,2,1,2,4,1,5,4,4,5,"Justin Verlander",3,3,17
"248",3,5,3,5,4,2,3,3,1,2,4,4,4,3,1,1,3,3,"Clayton Kershaw",3,3,17
"249",2,5,3,5,2,3,2,3,2,4,3,4,4,3,2,1,2,3,"Clayton Kershaw",3,3,17
"250",2,5,3,5,4,1,3,3,1,1,5,4,3,3,2,2,3,3,"Clayton Kershaw",3,4,17
"251",3,5,4,5,4,4,3,3,2,2,2,4,4,4,3,1,3,3,"Clayton Kershaw",3,3,17
"252",3,5,3,5,3,1,3,4,1,3,1,3,4,3,1,2,3,3,"Clayton Kershaw",2,2,17
"253",3,5,3,5,1,2,2,3,1,5,4,3,4,3,1,2,2,3,"Clayton Kershaw",3,3,17
"254",4,5,3,5,4,2,3,3,1,2,4,4,4,4,2,2,2,3,"Clayton Kershaw",3,3,17
"255",5,5,4,5,2,3,2,3,1,4,3,3,4,4,2,1,3,3,"Clayton Kershaw",3,2,17
"256",4,5,4,5,2,1,2,3,1,4,5,4,4,4,2,1,3,3,"Clayton Kershaw",3,3,17
"257",3,5,3,5,2,2,2,4,1,4,4,3,4,3,1,2,2,3,"Clayton Kershaw",3,3,17
